x1,x2,x3,x4,x5,target
37.454011884736246,37.454011884736246,79.90802376947249,15.727005942368123,96.95846277645586,113.23250633659045
95.07143064099162,95.07143064099162,195.14286128198324,44.53571532049581,77.51328233611146,282.22421841831624
73.1993941811405,73.1993941811405,151.398788362281,33.59969709057025,93.9498941564189,220.51579030877653
59.86584841970366,59.86584841970366,124.73169683940732,26.93292420985183,89.48273504276489,159.72185611310204
15.601864044243651,15.601864044243651,36.2037280884873,4.800932022121826,59.78999788110851,44.60887325435583
15.599452033620265,15.599452033620265,36.198904067240534,4.799726016810133,92.18742350231169,50.36948181597826
5.8083612168199465,5.8083612168199465,16.616722433639893,-0.09581939159002673,8.84925020519195,32.204024097875
86.61761457749351,86.61761457749351,178.23522915498702,40.308807288746756,19.59828624191452,254.67014154974407
60.11150117432088,60.11150117432088,125.22300234864176,27.05575058716044,4.522728891053807,172.24956749403074
70.80725777960456,70.80725777960456,146.6145155592091,32.40362888980228,32.53303307632643,207.4042029029683
2.0584494295802447,2.0584494295802447,9.11689885916049,-1.9707752852098777,38.8677289689482,15.329369465761475
96.99098521619943,96.99098521619943,198.98197043239887,45.49549260809972,27.134903177389592,294.2604667451952
83.24426408004217,83.24426408004217,171.48852816008434,38.622132040021086,82.87375091519293,244.4351902024561
21.233911067827616,21.233911067827616,47.46782213565523,7.616955533913808,35.67533266935893,68.8344075346164
18.182496720710063,18.182496720710063,41.364993441420125,6.091248360355031,28.093450968738075,55.51826565561059
18.34045098534338,18.34045098534338,41.68090197068676,6.17022549267169,54.26960831582485,64.70780286135903
30.42422429595377,30.42422429595377,65.84844859190754,12.212112147976885,14.092422497476264,84.2521419490878
52.475643163223786,52.475643163223786,109.95128632644757,23.237821581611893,80.21969807540397,154.15030802369367
43.194501864211574,43.194501864211574,91.38900372842315,18.597250932105787,7.455064367977082,125.66242406131313
29.122914019804192,29.122914019804192,63.245828039608384,11.561457009902096,98.68869366005173,72.73359257809139
61.18528947223795,61.18528947223795,127.3705789444759,27.592644736118974,77.22447692966574,186.51707118735962
13.949386065204184,13.949386065204184,32.89877213040837,3.974693032602092,19.87156815341724,44.45871091741145
29.214464853521815,29.214464853521815,63.42892970704363,11.607232426760907,0.5522117123602399,87.69452912699005
36.63618432936917,36.63618432936917,78.27236865873834,15.318092164684586,81.54614284548342,107.56268165435604
45.606998421703594,45.606998421703594,96.21399684340719,19.803499210851797,70.68573438476172,122.66728784460663
78.51759613930136,78.51759613930136,162.03519227860272,36.25879806965068,72.90071680409874,231.3463351902505
19.967378215835975,19.967378215835975,44.93475643167195,6.9836891079179875,77.12703466859458,56.474989482240225
51.42344384136116,51.42344384136116,107.84688768272233,22.71172192068058,7.4044651734090365,146.24755883186728
59.24145688620425,59.24145688620425,123.4829137724085,26.620728443102124,35.84657285442726,176.11151354195266
4.645041271999773,4.645041271999773,14.290082543999546,-0.6774793640001135,11.586905952512971,17.975632384144703
60.75448519014384,60.75448519014384,126.50897038028768,27.37724259507192,86.31034258755935,201.12531458253682
17.052412368729154,17.052412368729154,39.10482473745831,5.526206184364577,62.329812682755794,52.90301523450586
6.505159298527952,6.505159298527952,18.010318597055903,0.2525796492639758,33.08980248526492,22.0909818028115
94.88855372533332,94.88855372533332,194.77710745066665,44.44427686266666,6.355835028602364,283.9212020183383
96.56320330745594,96.56320330745594,198.12640661491187,45.28160165372797,31.09823217156622,270.5018977693774
80.83973481164611,80.83973481164611,166.67946962329222,37.419867405823055,32.518332202674706,242.25406568044616
30.46137691733707,30.46137691733707,65.92275383467414,12.230688458668535,72.96061783380641,91.98643285142147
9.767211400638388,9.767211400638388,24.534422801276776,1.883605700319194,63.75574713552131,53.934055326768025
68.42330265121569,68.42330265121569,141.84660530243139,31.211651325607846,88.72127425763266,203.34629830583586
44.01524937396013,44.01524937396013,93.03049874792026,19.007624686980066,47.22149251619493,135.0612215452165
12.203823484477883,12.203823484477883,29.407646968955767,3.1019117422389417,11.959424593830171,36.26435275638122
49.51769101112702,49.51769101112702,104.03538202225404,21.75884550556351,71.3244787222995,136.86629265718574
3.4388521115218396,3.4388521115218396,11.87770422304368,-1.2805739442390802,76.07850486168974,21.744784479715726
90.9320402078782,90.9320402078782,186.8640804157564,42.4660201039391,56.127719756949624,280.31545095050234
25.87799816000169,25.87799816000169,56.75599632000338,9.938999080000846,77.0967179954561,85.54431395043554
66.2522284353982,66.2522284353982,137.5044568707964,30.126114217699097,49.379559636439076,189.6628107582472
31.171107608941096,31.171107608941096,67.3422152178822,12.585553804470548,52.27328293819941,107.54126593618427
52.00680211778108,52.00680211778108,109.01360423556216,23.00340105889054,42.75410183585496,142.0018957254204
54.67102793432797,54.67102793432797,114.34205586865593,24.335513967163983,2.541912674409519,169.8816547409866
18.485445552552704,18.485445552552704,41.97089110510541,6.242722776276352,10.789142699330444,77.3608929157579
