x1,x2,x3,x4,x5,y
37.454011884736246,32.7153160767028,140.2503228520589,9.24933128827956,18.73412185902231,372.34786244539987
95.07143064099162,4.0016284882968325,98.83848282795931,9.55192246655074,13.251281100235374,469.51973167673157
73.1993941811405,12.11649057268695,20.584310181750585,1.039691205822793,10.606836787644555,243.37786683609602
59.86584841970366,38.683967323962534,184.51692863082448,3.853675282387208,17.31714351798069,396.713558265242
15.601864044243651,26.434292683940985,196.26253524651239,8.536402265187043,19.805382249642232,332.8402948213424
15.599452033620265,46.39845308935224,91.89824889024865,5.828006848163818,10.091698695451925,219.39819996107312
5.8083612168199465,21.437570417067715,126.59555340777216,8.267578601339375,10.987998021917544,206.49146415940154
86.61761457749351,43.490618290696155,95.55673898631187,8.679909545541442,17.80587833902172,550.4991121254902
60.11150117432088,22.447771873911876,71.15713366836292,4.983635979471905,24.304465203611706,354.5479758760765
70.80725777960456,48.96241393509926,24.69057064298345,4.23084644222307,9.277430733395512,353.9141264336016
2.0584494295802447,47.99171906994384,96.65286877548678,5.09889939445473,18.084952714224194,204.10708822549344
96.99098521619943,16.456835277804018,165.49306570829577,6.875156823618396,23.131796821367764,520.8810957322061
83.24426408004217,44.29618352084016,13.23597760672068,4.304432375981365,14.239335300887227,408.01621635077856
21.233911067827616,42.38056871078246,120.60045980424223,7.974894598279774,11.336884529906492,246.8803009709768
18.182496720710063,10.534019866378141,177.3467006580709,9.135935143165202,18.337421304130828,242.37735316484742
18.34045098534338,31.214520039163485,51.33439170272802,3.5408008194285387,5.628636129615725,154.21466585681296
30.42422429595377,3.634115779490743,44.818614290921815,9.684906797568155,12.20321101066748,237.31177576264162
52.475643163223786,41.835536029173085,156.7325588833692,6.604527220527795,10.159480536342272,386.4221315402515
43.194501864211574,8.727294175174826,58.46642191266573,8.90351894097767,9.492434055568559,245.8585442592157
29.122914019804192,3.5407350692882256,46.477010836523206,1.9352479174489492,8.595185270539265,148.36552672286308
61.18528947223795,20.010954776940558,81.81795760815466,3.2634922335061485,19.74126603171908,325.1619558066544
13.949386065204184,28.846106929982174,84.57538233134142,3.88917171489333,24.101995906519285,197.50377051817063
29.214464853521815,42.74584792798855,176.07920197314755,3.7253993605706195,12.695412906438857,291.7567797699302
36.63618432936917,48.71212627608683,127.50425966739861,2.5467504093867865,5.982066138160819,269.6304916014264
45.606998421703594,21.974625628493182,87.13267670452198,8.813808527723491,19.378236273451556,349.5298360126874
78.51759613930136,3.0223461492635106,111.5337132142957,4.767509271605951,15.76408668927179,375.1938208257665
19.967378215835975,37.45577895129353,191.2533943318021,9.668171912201093,19.472892276916163,324.49433053368773
51.42344384136116,28.25866281119687,31.51078855588012,6.251251301111324,17.958083283978127,329.94333457838485
59.24145688620425,22.394567242223157,49.465949127691374,2.2455517208037676,23.108719619269532,277.3762999355098
4.645041271999773,15.463443939609483,192.8804542514455,5.913142388505614,7.808803854538349,174.06137495730073
60.75448519014384,25.119926392176783,191.8917212201688,9.941906329518181,8.383236905194831,427.17172864378784
17.052412368729154,16.933980222851545,43.661430040306804,6.086545183893473,11.831384480462741,177.9127506735532
6.505159298527952,37.850593387368015,37.57067525380666,1.0168241061660634,14.827776319949056,136.35623974826865
94.88855372533332,27.194684824632056,90.00617552433776,9.397719132313773,23.514275620154418,487.8400985566312
96.56320330745594,43.842388707705595,19.446475572714128,3.1140496551537042,23.13928458699921,460.4571058021468
80.83973481164611,27.177195732472104,134.4316711341766,7.196761477620609,22.43744238538754,501.63809008533667
30.46137691733707,11.913120666996502,24.724244115731015,5.635721394598984,9.450538678871839,196.44125747172924
9.767211400638388,42.55459411160722,21.025629147913335,3.9289038115679755,19.593527544273712,188.4426413612394
68.42330265121569,27.860952246502197,102.18551787968136,3.543755713087498,12.669834881809187,316.6285020327643
44.01524937396013,10.342051907178062,191.9794608609193,9.358838762563943,23.623658550821606,375.68646217344093
12.203823484477883,31.175390497811108,91.09122785200032,9.207333063278535,9.290716727571143,225.65500431611855
49.51769101112702,17.885838247121377,77.7314201455047,5.618213560484013,7.8251590640791875,268.91790036188684
3.4388521115218396,42.22028061460329,199.61177594543432,3.326456759816253,21.847703492670256,237.26282348344424
90.9320402078782,22.664986932327142,111.07410254804485,1.9210782895479799,19.338151902380165,409.0634368848562
25.87799816000169,36.32206790537084,81.29586730914723,2.4091874457317703,21.4284335644766,210.6151122797244
66.2522284353982,4.776810381811858,83.31355453490434,5.7002655316654405,8.158867753562554,311.15370968792354
31.171107608941096,19.80121731511731,47.04230424636699,3.770469645211082,22.69585375498926,208.9990762306803
52.00680211778108,49.16207182361993,107.3223809150324,1.3786132803396103,18.55240713294273,350.0823186684543
54.67102793432797,40.423014473857414,93.38245535192111,5.096506467799901,18.031216057971534,364.9729239653576
18.485445552552704,7.997040118346432,61.45110630600855,7.715703632178823,16.651677261961098,215.27184109983722
96.95846277645586,13.888202473862755,40.50261645433436,9.025256043639887,20.29752971182353,482.3423478592118
77.51328233611146,16.490790442818053,69.1353850468352,6.267556411147804,13.312166277612471,364.61803928839015
93.9498941564189,32.518278024772286,106.64983226066856,7.509629114582014,7.656424918663345,479.75693709812026
89.48273504276489,37.84973797448278,21.083321734112317,4.276634237784391,15.785297329883932,431.50580570003893
59.78999788110851,37.476330440395486,39.21136543095163,5.466143612952456,19.962039155471246,331.8524653433792
92.18742350231169,25.49370281532014,190.0548807241281,7.566641708590263,8.072949057753203,461.05915519842983
8.84925020519195,40.54102689190756,113.1425166959544,7.54892404635065,9.480413352224042,224.5667650850212
